ico_name,member_order,member_name,position,description,linktype,link,member_type
Alttex,19,Yurii Orlyk,"Php, MySQl, JS Development",Takes part in this project only,linkedin,https://www.linkedin.com/in/yurii-orlyk,normal
Alttex,20,Aleksandr Shpantsev,Head of Marketing Department,Takes part in this project only,linkedin,https://linkedin.com/in/aleksandr-shpantsev-522106159,normal
True Reply,1,Jose Cotto,Founder & Chief Executive Officer,Takes part in this project only,twitter,https://twitter.com/josecotto,normal
True Reply,2,Jeremy Manjorin,Co-Founder & Chief Operating Officer,No participating data,twitter,https://twitter.com/jeremaeus,normal
True Reply,3,Robert Moore,Co-Founder & Chief Alliance Officer,Takes part in this project only,twitter,https://twitter.com/medialabrat,normal
True Reply,4,Daniel Ryan,"Law Offices of Daniel Ryan, P.C.",No participating data,website,https://www.dhryanlaw.com,advsisor
True Reply,5,Greg Jenkins,Greg Jenkins Consulting,No participating data,website,https://www.gregjenkinsconsulting.com/,advsisor
Cartel,1,Arda Karaçizmeli,Full Stack Designer & Frontend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/ardakaracizmeli/,normal
Cartel,2,Tobi Balogun,Full Stack Designer and Branding Specialist,Takes part in this project only,linkedin,https://www.linkedin.com/in/tobi-balogun-34691431/,normal
Cartel,3,Rob Weir,Operations Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/roby-weir-4a00a047/,normal
Cartel,4,Levon Hayrapetyan,Contract Developer,Participates in several projects,linkedin,https://www.linkedin.com/in/levonhayrapetyan/,normal
Cartel,5,Croft Malyan,Team Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/croftm/,normal
Cartel,6,Finn Hansen,Product Manager and Agile Specialist,Takes part in this project only,linkedin,https://www.linkedin.com/in/finnh/,normal
Cartel,7,Vahan Lulukyan,Web Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/vahan-lulukyan-6aab3546/,normal
Cartel,8,Paul Mak,Business Development Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/paul-mak-071a7b155/,normal
Cartel,9,Alexander Harutunian,Cryptoeconomy advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/alexander-harutunian-b798321/,normal
Cartel,10,Jan Roessner,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/janroessner/,normal
NEXO,1,Kosta Kantchev,Managing Partner,No description,linkedin,https://www.linkedin.com/in/kostakantchev/,normal
NEXO,2,Georgi Shulev,Managing Partner,No description,linkedin,https://www.linkedin.com/in/georgi-shulev-5701589/,normal
NEXO,3,Antoni Trenchev,Managing Partner,No description,linkedin,https://www.linkedin.com/in/antoni-trenchev/,normal
KYC.LEGAL,1,Daniil Rausov,Founder,Participates in several projects,linkedin,https://www.linkedin.com/in/daniil-rausov-3a079480/,normal
KYC.LEGAL,2,Sergei Bekrenev,Co-Founder,Participates in several projects,linkedin,https://www.linkedin.com/in/%D1%81%D0%B5%D1%80%D0%B3%D0%B5%D0%B9-%D0%B1%D0%B5%D0%BA%D1%80%D0%B5%D0%BD%D1%91%D0%B2-82b8ab116/,normal
KYC.LEGAL,3,Nick Evdokimov,Strategy Director,Participates in a number of projects,linkedin,https://www.linkedin.com/in/nick-evdokimov-ba5635a7/,normal
Cartel,11,Sean Ryan,Sales Director,Takes part in this project only,linkedin,https://www.linkedin.com/in/822022/,normal
Cartel,12,Stacey Bouterakos,Executive Administrator,Takes part in this project only,linkedin,https://www.linkedin.com/in/stacey-bouterakos-71b41752/,normal
Cartel,13,Alessandro Mazzi,Legal Officer,Participates in several projects,linkedin,https://www.linkedin.com/in/alessandro-mazzi-7a445970/,normal
NEXO,4,Vasil Petrov,CTO and Co-Founder,No description,linkedin,https://www.linkedin.com/in/v-v-petrov/,normal
NEXO,5,Kalin Metodiev,Corporate Finance,No description,linkedin,https://www.linkedin.com/in/kalinmetodiev/,normal
NEXO,6,Kamen Trendafilov,Finance Director,No description,linkedin,https://www.linkedin.com/in/kamen-trendafilov-mba-acca-cia-711b8666/,normal
NEXO,7,Bilyana Christova,Marketing,No description,linkedin,https://www.linkedin.com/in/bilyanastancheva/,normal
NEXO,8,Plamen Todorov,Blockchain Developer,No description,linkedin,https://www.linkedin.com/in/ptfly/,normal
KYC.LEGAL,4,Artem Haritonov,CTO,Participates in several projects,linkedin,https://www.linkedin.com/in/a3technology/,normal
KYC.LEGAL,5,Matteo Rossant,CBDO,Participates in several projects,linkedin,https://www.linkedin.com/in/matteo-rossant-26ab65106/,normal
KYC.LEGAL,6,Eugene Zonov,CEO,Participates in several projects,linkedin,https://www.linkedin.com/in/evgene-zonov-04a643152/,normal
KYC.LEGAL,7,Stanislav Bulatkin,Tech Lead,Participates in several projects,linkedin,https://www.linkedin.com/in/bulatkin-stanislav-6a6868149/,normal
KYC.LEGAL,8,Allan Young,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/allantyoung/,normal
KYC.LEGAL,9,Feroz Sanaulla,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/feroz-sanaulla-9355272/,normal
KYC.LEGAL,10,Vibhuti Jha,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/vibhuti-jha-685570/,normal
KYC.LEGAL,11,David Drake,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/ldjcapital/,normal
LocalCoinSwap,1,Aapeli Vuorinen,Lead Security Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/aapelivuorinen/,normal
LocalCoinSwap,2,Nathan Worsley,Chief Technical Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/nathan-worsley-7b3489153/,normal
LocalCoinSwap,3,Thomas Underwood,Chief Financial Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/thomas-underwood-b04bb1132/,normal
LocalCoinSwap,4,Valéri Natanelov,Chief Marketing Officer,Participates in several projects,linkedin,https://www.linkedin.com/in/valerinatanelov/,normal
LocalCoinSwap,5,Daniel Worsley,Chief Operating Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/daniel-worsley/,normal
NEXO,9,Teodora Atanasova,Business Development,No description,linkedin,https://www.linkedin.com/in/teodora-p-atanasova/,normal
NEXO,10,Joro Yordanov,Product Designer,No description,linkedin,https://linkedin.com/in/yordanoff,normal
NEXO,11,Boris Delev,Technical Lead,No description,linkedin,https://www.linkedin.com/in/borisdelev/,normal
NEXO,12,Ivan Kostov,Marketing,No description,linkedin,https://www.linkedin.com/in/kostovster/,normal
NEXO,13,Yasen Damyanov,Business Development,No description,linkedin,https://www.linkedin.com/in/yasendamyanov/,normal
NEXO,14,Mario Krastev,Senior Quality Assurance Specialist,No description,linkedin,https://www.linkedin.com/in/mario-krastev-203725aa/,normal
NEXO,15,Michael Arrington,Founder of TechCrunch/Arrington XRP Capital,No description,twitter,https://twitter.com/arrington/status/959116681158144001,advsisor
NEXO,16,Trevor Koverko,Founder of Polymath,No description,linkedin,https://www.linkedin.com/in/trevorkoverko/,advsisor
KYC.LEGAL,12,Alina Suslova,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/alina-suslova-10bb4327/,normal
KYC.LEGAL,13,Kirill Gusev,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/kirill-gusev-a816716a/,normal
KYC.LEGAL,14,Chris Fure,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/chris-fure-747a00/,normal
KYC.LEGAL,15,Erik Wachtmeister,"Founder, Best of All Worlds and A Small World  (Stockholm, New York)",Participates in several projects,linkedin,https://www.linkedin.com/in/erikwachtmeister/,normal
KYC.LEGAL,16,William Davis III,"Former Chief Cybersecurity Officer Daopay, Global Payments (New York)",Participates in a number of projects,linkedin,https://www.linkedin.com/in/bkmassive/,normal
KYC.LEGAL,17,Illia Pashkov,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/pashkov/,normal
KYC.LEGAL,18,Vladimir Nikitin,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/vladimir-nikitin-bb6154ba,normal
KYC.LEGAL,19,Nikolay Shkilev,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/nikolay-shkilev-247763b3,advsisor
LocalCoinSwap,6,Kevin Sparks,Lead Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/kevos/,normal
LocalCoinSwap,7,Taylor Scheel,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/taylor-scheel-74b42899/,normal
NEXO,17,Paolo Tasca,Executive Director of University College of London Blockchain Centre,No description,linkedin,https://www.linkedin.com/in/ptasca/,advsisor
AB-CHAIN,1,Vladimir Dyakov,"Founder, CEO",Participates in several projects,linkedin,https://www.linkedin.com/in/vdyakov/,normal
AB-CHAIN,2,David Pomies,"Co-founder, Business Development Director",Participates in several projects,linkedin,https://www.linkedin.com/in/david-pomies-808a54a/,normal
AB-CHAIN,3,Ivan Pshenitsyn,"Co-founder, CTO",Participates in several projects,linkedin,https://www.linkedin.com/in/ivan-pshenitsyn-a231713b/,normal
AB-CHAIN,4,Cate Lawrence,Head of Communication and PR,Participates in several projects,linkedin,https://www.linkedin.com/in/lawrencecate/,normal
GoHelpFund,1,Daniel Tirzuman,"Co-Founder, Back-End, Distributed Systems",Participates in several projects,linkedin,https://www.linkedin.com/in/daniel-tirzuman,normal
GoHelpFund,2,Vlad Batrinu,"Co-Founder, iOS Evangelist",Participates in several projects,linkedin,https://www.linkedin.com/in/batrinu-vlad-9a344958/,normal
GoHelpFund,3,Daniel Dascalu,"Co-Founder, Front End Developer",Participates in several projects,linkedin,https://www.linkedin.com/in/danieldascalu/,normal
GoHelpFund,4,Ciprian Florescu,Machine Learning Engineer,Participates in several projects,linkedin,https://www.linkedin.com/in/ciprian-florescu-b3451987/,normal
GoHelpFund,5,Isabela Trufanda,"Co-Founder, Software Developer",Participates in several projects,linkedin,https://www.linkedin.com/in/isabela-trufanda-485522b8,normal
GoHelpFund,6,Eduard Rascutoi,"Co-Founder, Security Engineer",Takes part in this project only,linkedin,https://www.linkedin.com/in/rascutoi-eduard-a273286b/,normal
Faceter,1,Paul Scott,Business Development,Participates in a number of projects,linkedin,https://www.linkedin.com/in/paulscott55/,normal
Faceter,2,Robert Wayne Pothier,"Co-Founder, CEO",Takes part in this project only,linkedin,https://www.linkedin.com/in/robert-pothier-47a2541b,normal
Faceter,3,Aleksandr Chernov,Tech Lead,Takes part in this project only,twitter,https://twitter.com/binary_1101,normal
Faceter,4,Anton Ivashkevich,Design,Takes part in this project only,linkedin,https://www.linkedin.com/in/anton-ivashkevich,normal
Faceter,5,Graham Perry,Sales and Distribution,Takes part in this project only,linkedin,https://www.linkedin.com/in/graham-perry-284931157,normal
Faceter,6,Leon Olckers,Technical Deployments,Takes part in this project only,linkedin,https://www.linkedin.com/in/leon-olckers-a4914921/,normal
Faceter,7,Vladimir Tchernitski,"Co-Founder, CTO",Takes part in this project only,linkedin,https://www.linkedin.com/in/vladimir-tchernitski/,normal
Faceter,8,Vitaliy Kuzmenko,Mobile Development,Takes part in this project only,twitter,https://twitter.com/vitkuzmenko,normal
Faceter,9,Jayson Gouws,Solutions and distribution,Takes part in this project only,linkedin,https://www.linkedin.com/in/jayson-gouws-3b035820,normal
Faceter,10,Igor Karavaev,Investor Relations,Participates in a number of projects,linkedin,https://www.linkedin.com/in/igor-karavaev-80a0674/,advsisor
Faceter,11,Ken Huang,Senior Academic Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/kenhuang8/,advsisor
Faceter,12,Wulf Kaal,Blockchain Expert,Participates in a number of projects,linkedin,https://www.linkedin.com/in/wulf-kaal-6904a65b/,advsisor
BITRACE,1,Khaled Akid,President & CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/khaled-a-1ba10726/,normal
BITRACE,2,Joseph Bourne,Chief Business Development Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/joseph-bourne-658953145/,normal
BITRACE,3,Aymen Bouaoun,Chief Administration Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/aymen-bouaoun-a756984b/,normal
Signals,1,Martin Solárik,Backend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/martin-sol%C3%A1rik-5a722289,normal
Signals,2,Matouš Roskovec,Head of Growth Marketing,Takes part in this project only,linkedin,https://www.linkedin.com/in/matousroskovec/,normal
Signals,3,Jaroslav Šeděnka,Cryptography and Security Expert,Takes part in this project only,linkedin,https://www.linkedin.com/in/jaroslav-%C5%A1ed%C4%9Bnka-8534b158,normal
Signals,4,Josef Jelacic,Smart Contract Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/josefjelacic,normal
Signals,5,Michal Krajňanský,Machine Learning Specialist,Takes part in this project only,linkedin,https://www.linkedin.com/in/xkrajnan,normal
Signals,6,Jan Budík,Algorithmic Trading Expert,Takes part in this project only,linkedin,https://www.linkedin.com/in/jan-bud%C3%ADk-40690171,normal
Signals,7,Zdeňka Šeděnka,Data Scientist,Takes part in this project only,linkedin,https://www.linkedin.com/in/zdenkasitova,normal
Signals,8,Pavel Volek,CTO & Co-founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/pavelvolek/,normal
Signals,9,Pavel Němec,CEO & Co-founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/pavel-n%C4%9Bmec-17457854/,normal
Global Finances,1,Davide Keller,CFO,Takes part in this project only,linkedin,https://www.linkedin.com/in/davide-keller-29454b155/,normal
Global Finances,2,James Davies,Consultant on blockchain,Takes part in this project only,linkedin,https://www.linkedin.com/in/james-davies-b6b43a155/,normal
Global Finances,3,Robert Dressleer,Project Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/robert-dressleer-271269155/,normal
Global Finances,4,Teodor Jaspers,Technical director,Takes part in this project only,linkedin,https://www.linkedin.com/in/teodor-jaspers-03420b155/,normal
Global Finances,5,Marius Rasmussen,Marketer,Takes part in this project only,linkedin,https://www.linkedin.com/in/marius-rasmussen-15854a155/,normal
Global Finances,6,Johann Muller,Vice director,Takes part in this project only,linkedin,https://www.linkedin.com/in/johann-muller-328213155/,normal
Quifas,1,Florian Boci,CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/florian-boci/,normal
Quifas,2,Ibidapo Lawal,COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/ibidapo/,normal
Quifas,3,Akinbiyi Akindoyin,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/akinbiyiakindoyin/,normal
Quifas,4,"Warun Bubna,",CMO,Takes part in this project only,linkedin,https://www.linkedin.com/in/warunbubna/,normal
PolySwarm,1,Adrian Escude,CMO,Takes part in this project only,twitter,https://twitter.com/Adrian_sqd,normal
PolySwarm,2,Bill Fehr,VP Of Growth & Partnership,Takes part in this project only,linkedin,https://www.linkedin.com/in/williamfehr,normal
PolySwarm,3,Jessica Thiefels,Community Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/jessicathiefels,normal
PolySwarm,4,Max Koo,"Senior Backend Developer, Co-founder",Takes part in this project only,linkedin,https://www.linkedin.com/in/maxwell-koo-aa42ab149,normal
PolySwarm,5,Nick Davis,"COO, Developer, Co-founder",Takes part in this project only,linkedin,https://www.linkedin.com/in/nick-davis-655a667,normal
PolySwarm,6,Ben Schmidt,"Director Of Product Security, Developer, Co-founder",Takes part in this project only,twitter,https://twitter.com/_supernothing,normal
PolySwarm,7,Steve Bassi,"CEO, Developer, Founder",Takes part in this project only,linkedin,https://www.linkedin.com/in/sbassijr,normal
PolySwarm,8,Paul Makowski,"CTO, Developer, Co-founder",Takes part in this project only,twitter,https://twitter.com/myhndl,advsisor
PolySwarm,9,Carl Hoffman,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/cwhoffman,advsisor
PolySwarm,10,Sergey Bratus,Participates in a number of projects,No description,twitter,https://twitter.com/sergeybratus,advsisor
PolySwarm,11,Dan Guido,Takes part in this project only,No description,twitter,https://twitter.com/dguido,advsisor
PolySwarm,12,Chris Eagle,Participates in a number of projects,No description,twitter,https://twitter.com/sk3wl,advsisor
PolySwarm,13,Mark Tonnesen,Takes part in this project only,No description,twitter,https://twitter.com/mtonnese,advsisor
HoToKeN,1,J. Todd Bonner,Chairman,Takes part in this project only,linkedin,https://www.linkedin.com/in/j-todd-bonner-14641216/,normal
HoToKeN,2,Nithinan Boonyawattanapisut,CEO & Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/nithinan-jessie-boonyawattanapisut-271a4111a/,normal
HoToKeN,3,Prachya Gorpaisarn,Chief Technology Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/prachya-gorpisarn-0ba1b622/,normal
CryptoGlobal Markets,1,Luke Phillips,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/lukeph/,normal
CryptoGlobal Markets,2,Ivan Gyimah,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/ivangyimah/,normal
CryptoGlobal Markets,3,Mcanthony Gyimah,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/mcanthony-gyimah-41546759/,normal
Skraps,1,Faiz Ahmed Faiz,Manager,Participates in several projects,linkedin,https://www.linkedin.com/in/faizahmedfaiz/,normal
HoToKeN,4,Varoon Aroonsit,Chief Operating Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/varoonaroonsit/,normal
HoToKeN,5,Ake Sukasem,Marketing Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/ake-sukkasem-49549578/,normal
HoToKeN,6,Christopher Jon Peter Bagguley,Chief Financial Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/christopher-bagguley-b748205/,normal
HoToKeN,7,Sebatiao D’almada Remedios,Business Development,Takes part in this project only,linkedin,https://www.linkedin.com/in/seberemedios/,normal
HoToKeN,8,Takashi Katagiri,Business Development,Takes part in this project only,linkedin,https://www.linkedin.com/in/takashi-katagiri-69b3482b/,normal
HoToKeN,9,Mark Henry Saft,Business Development,Takes part in this project only,linkedin,https://www.linkedin.com/in/markhenrysaft/,normal
HoToKeN,10,"Jason Corbett, Ph.D.",External Counsel,Participates in a number of projects,linkedin,https://www.linkedin.com/in/drjasoncorbett/,normal
HoToKeN,11,Mark Vange,Chief Technical Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/markvange/,normal
HoToKeN,12,Noppanut Saothayanan,Marketing Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/noppanut-saothayanan-12795084/,normal
HoToKeN,13,Benjamin Scherrey,Network Security Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/scherrey/,normal
HoToKeN,14,Kirit Sælensminde,Cryptosecurity Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/kirits/,normal
HoToKeN,15,Boaz Yemini,Chief Economic Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/boaz-yemini-1ba9a865/,normal
HoToKeN,16,Vladimir Nikitin,Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/icoadv/,advsisor
HoToKeN,17,Marco Robinson,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/marco-robinson-a6583922/,advsisor
HoToKeN,18,Gordon Ross,Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/gordon-ross-b96132/,advsisor
HoToKeN,19,Sankalp Shangari,Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/sankalpshangari/,advsisor
VETRI,1,Daniel Gasteiger,Co-Founder & CEO,Participates in several projects,linkedin,https://linkedin.com/in/gasteiger,normal
VETRI,2,Krzysztof Adam Górski,Legal Analyst,Participates in several projects,linkedin,https://linkedin.com/in/krzysztofadamgorski,normal
VETRI,3,Patrick Graber,Head of Business Development,Participates in several projects,linkedin,https://linkedin.com/in/patrick-graber,normal
VETRI,4,Adithya Pradeep Kumar,Business Analyst,Participates in several projects,linkedin,https://www.linkedin.com/in/adithya-pradeep-b1ab6160/,normal
VETRI,5,Dominique Kunz,Community Manager,Participates in several projects,linkedin,https://linkedin.com/in/dominique-kunz,normal
VETRI,6,Yves-Alain Petitjean,Co-Founder & CFO,Participates in several projects,linkedin,https://linkedin.com/in/yvesalain,normal
VETRI,7,Sven Stucki,Software Engineer,Participates in several projects,linkedin,https://linkedin.com/in/svenstucki,normal
VETRI,8,Costa Vayenas,Senior Government Consultant,Participates in several projects,linkedin,https://linkedin.com/in/costavayenas,normal
VETRI,9,Giorgio Zinetti,CTO,Participates in several projects,linkedin,https://linkedin.com/in/giorgio-zinetti-51423753,normal
VETRI,10,Lucas Betschart,President Bitcoin Association Switzerland,Participates in several projects,linkedin,https://www.linkedin.com/in/lucasbetschart/,normal
VETRI,11,Thomas Bocek,Blockchain Expert & Head of P2P and Distributed Computing at UZH,Participates in a number of projects,linkedin,https://www.linkedin.com/in/thomas-bocek-57a5b2/,normal
VETRI,12,Malik El Bay,Blockchain Entrepreneur,Participates in several projects,linkedin,https://www.linkedin.com/in/malikelbay/,normal
VETRI,13,Michael Guzik,ICO Manager Lykke Corp,Participates in several projects,linkedin,https://linkedin.com/in/michael-guzik-17a7a534/,normal
VETRI,14,Eva Kaili,Member of the European Parliament,Participates in several projects,linkedin,https://www.linkedin.com/in/eva-a-kaili-4465853/,normal
VETRI,15,Ronald Kogens,Legal & Regulatory Counsel FRORIEP Legal Ltd.,Participates in several projects,linkedin,https://linkedin.com/in/ronald-kogens-b15230a/,normal
VETRI,16,Guilherme Sperb Machado,ITO Advisor & Senior Software Engineer,Participates in several projects,linkedin,https://www.linkedin.com/in/guisperbmachado/,normal
VETRI,17,Monique Morrow,Co-Founder Humanized Internet & Former Cisco CTO,Participates in several projects,linkedin,https://linkedin.com/in/moniquejeannemorrow/,normal
VETRI,18,Grégoire Notz,Managing Director Notz Stucki Group,Participates in several projects,linkedin,https://linkedin.com/in/gr%C3%A9goire-notz-3747396/,normal
VETRI,19,Ozan Polat,Blockchain Consultant & Entrepreneur,Participates in several projects,linkedin,https://www.linkedin.com/in/ozan-polat-987a214b/,normal
VETRI,20,Rolf Rauschenbach,Strategy Advisor & Political Scientist,Participates in several projects,linkedin,https://linkedin.com/in/rolfrauschenbach/,normal
TOKIA,1,Nathan Tafer,Founding partner at Tokia Ltd,Takes part in this project only,linkedin,https://www.linkedin.com/in/nathantafer/,normal
TOKIA,2,Anna Lunhu,"Founding partner, CEO at Tokia Ltd",Takes part in this project only,linkedin,https://www.linkedin.com/in/anna-lunhu-15841618/,normal
TOKIA,3,Mažvydas Rupšys,Head of Customer Support,Takes part in this project only,linkedin,https://www.linkedin.com/in/mazvydas-rupsys/,normal
TOKIA,4,Talal Tabbaa,Co-Founder of Jibrel Network,Takes part in this project only,linkedin,https://www.linkedin.com/in/talaltabbaa/,advsisor
TOKIA,5,Kevin Allen,"Entrepreneur, Crowdfunding expert",Participates in several projects,linkedin,https://www.linkedin.com/in/kia84/,advsisor
TOKIA,6,Steven Vermeire,"Investor, fintech advisor and CIO",Takes part in this project only,linkedin,https://www.linkedin.com/in/stevenvermeire/,advsisor
EMU Project,1,Vadim Lomakin,Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/vadimlomakin/,normal
XinFin,1,Ritesh Kakkad,Blockchain Strategist,Takes part in this project only,linkedin,https://www.linkedin.com/in/ritesh-kakkad-b65a0a2/,normal
XinFin,2,Sameer Dharap,"Vice President, Blockchain Applications",Takes part in this project only,linkedin,https://www.linkedin.com/in/sameer-dharap-5314472/,normal
XinFin,3,Peter Yeo,"Co-founder, Early Investor, Advisor, Blockchain Architecture",Takes part in this project only,linkedin,https://www.linkedin.com/in/peteryeo/,normal
XinFin,4,Karan Bharadwaj,Chief Technology Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/karanbharadwaj/,normal
AdHive,1,Vadim Budaev,"HR, technological development, co-founder",Participates in several projects,linkedin,https://www.linkedin.com/in/vadim-budaev-6267aa90/,normal
AdHive,2,Larry Christopher Bates,USA Community manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/lcb00/,normal
AdHive,3,Denis Dymont,Frontend and full stack developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/denis-dymont-945546ba/,normal
AdHive,4,Dmitry Malyanov,"Project development, operations, co-founder",Takes part in this project only,linkedin,https://www.linkedin.com/in/dmitry-malyanov-5988691/,normal
AdHive,5,Alena Vinokurova,Project Manager,Participates in several projects,linkedin,https://www.linkedin.com/in/elena-vinokurova-a194a3130/,normal
AdHive,6,Ivan Kotov,"Operations, marketing",Takes part in this project only,linkedin,https://www.linkedin.com/in/ivankotov/,normal
AdHive,7,Kristina Kurapova,Legal compliance and structuring,Takes part in this project only,linkedin,https://www.linkedin.com/in/kristina-kurapova-653879158/,normal
AdHive,8,Denis Vorobev,Software development. Artificial Intelligence expert,Takes part in this project only,linkedin,https://www.linkedin.com/in/%D0%B4%D0%B5%D0%BD%D0%B8%D1%81-%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D1%8C%D1%91%D0%B2-8ab381148/,normal
AdHive,9,Alexandr Kuzmin,"Token model development, investment and financial management, co-founder",Takes part in this project only,linkedin,https://www.linkedin.com/in/alexandr-kuzmin-a15014148/,normal
AdHive,10,Dmitry Romanov,Strategy and business development,Takes part in this project only,linkedin,https://www.linkedin.com/in/dmitry-romanov-68961093/,normal
AdHive,11,Ariel Israilov,Investment Advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/ariel-israilov-34609927/,advsisor
AdHive,12,Soheil Mirpour,Business development advisor,Participates in several projects,linkedin,https://www.linkedin.com/in/mirpour/,advsisor
AdHive,13,Serguei Popov,Scientific and token product concept advisor,Participates in several projects,linkedin,https://br.linkedin.com/in/serguei-popov-631bb762,advsisor
AdHive,14,Eyal Hertzog,Blockchain and ad tech advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/hertzog/,advsisor
AdHive,15,Ivo Georgiev,Ad Tech Advisor,Participates in a number of projects,linkedin,https://www.linkedin.com/in/ivo-georgiev-8298b678/,advsisor
AdHive,16,Chad Pollitt,Native advertising advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/chadpollitt/,advsisor
FLOGmall,1,Aleksey Khayrutdinov,Founder and CEO,No participating data,website,https://vk.com/harud,normal
FLOGmall,2,Alexey Belov,Co-Founder and CFO,No participating data,website,https://www.facebook.com/alex.belov.984?pnref=lhc.friends,normal
FLOGmall,3,Maksim Teleshev,Co-Founder and PR,No participating data,twitter,https://twitter.com/HALK8888,normal
FLOGmall,4,Alexander Zalogin,Co-Founder and CMO,No participating data,website,https://www.facebook.com/profile.php?id=100001917592860&fref=ts,normal
FLOGmall,5,Simpat Vatyan,Co-Founder and PR,Takes part in this project only,linkedin,https://www.linkedin.com/in/сымпат-ватьян-ab8162155/,normal
FLOGmall,6,Vladimir Popov,STO and it-lawyer,No participating data,website,https://t.me/menaskop,normal
FLOGmall,7,Arthur Lipatov,Community director,No participating data,website,https://vk.com/a89055559985,normal
FLOGmall,8,Vladislav Egorov,Head of the Development Department,No participating data,website,https://vk.com/id3811530,normal
FLOGmall,9,Daniil Nagikh,Back-end developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/daniil-nagikh-23822b61/,normal
FLOGmall,10,Timophey Nakhai,Back-end developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/timophey-nakhai-59576926/,normal
FLOGmall,11,Sergey Zubov,Front-end developer,No participating data,website,https://vk.com/serjikz,normal
FLOGmall,12,Valery Kabanov,Community in China,No participating data,website,https://www.facebook.com/profile.php?id=100023567896384,normal
FLOGmall,13,Aleksey Serbul,Head of Marketing Department,No participating data,website,https://t.me/alexsam74,normal
FLOGmall,14,Julia Arkhipenko,Leading Designer,No participating data,website,https://t.me/arkhjozh,normal
Dropil,1,Zachary Matar,Founder/Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/zachary-matar-41739880/,normal
Dropil,2,Jeremy McAlpine,Founder/Developer,Participates in several projects,linkedin,https://www.linkedin.com/in/jeremy-mcalpine-7a0581b9/,normal
